CustomerID,recency_days,last_purchase_date,frequency,Monetary,,,,,,,,
13724,637,3/12/2010 15:28,1,200,,,,,,,,
13725,49,10/21/2011 10:03,8,1980.6,,,,,,,,
13726,38,11/1/2011 10:49,2,1079.7,,,,,,,,
13727,28,11/11/2011 9:46,8,1074.2,,,,,,,,
13728,36,11/3/2011 10:49,16,2855.2,,,,,,,,
13729,435,9/30/2010 10:44,3,724.7,,,,,,,,
13730,135,7/27/2011 8:35,2,752.6,,,,,,,,
13731,219,5/4/2011 14:33,2,610.6,,,,,,,,
13732,28,11/11/2011 15:49,1,491.9,,,,,,,,
13733,410,10/25/2010 12:18,2,487,,,,,,,,
13734,508,7/19/2010 12:04,4,6695.7,,,,,,,,
13735,24,11/15/2011 11:14,13,9519.4,,,,,,,,
13736,5,12/4/2011 15:19,7,2714.2,,,,,,,,
13737,200,5/23/2011 16:32,1,338.1,,,,,,,,
13738,396,11/8/2010 15:23,1,432.2,,,,,,,,
13739,18,11/21/2011 13:35,2,292.2,,,,,,,,
13740,240,4/13/2011 10:32,5,1582.8,,,,,,,,
13741,71,9/29/2011 9:19,3,668.4,,,,,,,,
13742,16,11/23/2011 11:07,12,3076,,,,,,,,
13743,2,12/7/2011 10:09,7,1341.6,,,,,,,,
13744,95,9/5/2011 15:19,2,1080.5,,,,,,,,
13745,162,6/30/2011 16:43,2,777.4,,,,,,,,
13746,413,10/22/2010 11:55,1,176.7,,,,,,,,
13747,373,12/1/2010 10:37,2,169.8,,,,,,,,
13748,95,9/5/2011 9:45,9,2064.4,,,,,,,,
13750,53,10/17/2011 12:16,11,3602.2,,,,,,,,
13751,288,2/24/2011 15:56,1,296.3,,,,,,,,
13752,124,8/7/2011 14:16,7,1579.8,,,,,,,,
13753,287,2/25/2011 12:48,4,2094.6,,,,,,,,
13754,151,7/11/2011 11:51,3,447.1,,,,,,,,
13755,3,12/6/2011 12:26,9,2010,,,,,,,,
13756,2,12/7/2011 16:44,23,8554.6,,,,,,,,
13757,674,2/3/2010 12:37,1,195.6,,,,,,,,
13758,11,11/28/2011 11:11,15,8664.5,,,,,,,,
13759,33,11/6/2011 14:47,2,659.4,,,,,,,,
13760,54,10/16/2011 16:13,5,1324.8,,,,,,,,
13761,50,10/20/2011 14:01,6,1952.2,,,,,,,,
13762,218,5/5/2011 9:15,5,2472.5,,,,,,,,
13763,63,10/7/2011 15:13,3,5217.4,,,,,,,,
13764,70,9/30/2011 12:03,6,2871,,,,,,,,
13765,653,2/24/2010 13:46,1,352.8,,,,,,,,
13766,495,8/1/2010 14:25,1,186.6,,,,,,,,
13767,2,12/7/2011 15:00,73,33903.6,,,,,,,,
13768,726,12/13/2009 10:41,2,846.3,,,,,,,,
13769,2,12/7/2011 15:08,20,5478.1,,,,,,,,
13770,422,10/13/2010 15:10,4,785.4,,,,,,,,
13771,64,10/6/2011 14:18,9,5728.8,,,,,,,,
13772,33,11/6/2011 11:43,8,3045.2,,,,,,,,
13773,396,11/8/2010 11:49,2,301.5,,,,,,,,
13774,81,9/19/2011 12:06,1,345,,,,,,,,
13775,590,4/28/2010 12:15,1,1049.7,,,,,,,,
13776,428,10/7/2010 16:11,2,624,,,,,,,,
13777,0,12/9/2011 12:25,61,49623.3,,,,,,,,
13778,103,8/28/2011 15:25,4,1124.5,,,,,,,,
13779,515,7/12/2010 11:24,1,161.1,,,,,,,,
13780,7,12/2/2011 13:49,3,686.6,,,,,,,,
13781,250,4/3/2011 12:08,3,778.8,,,,,,,,
13782,12,11/27/2011 11:54,13,1786.1,,,,,,,,
13783,487,8/9/2010 9:23,4,1542.1,,,,,,,,
13784,9,11/30/2011 9:33,14,2910.2,,,,,,,,
13785,428,10/7/2010 9:25,4,542.5,,,,,,,,
13786,367,12/7/2010 13:53,6,3127.4,,,,,,,,
13787,75,9/25/2011 12:06,6,1164.8,,,,,,,,
13788,505,7/22/2010 15:50,1,3.8,,,,,,,,
13789,388,11/16/2010 15:31,1,239.5,,,,,,,,
13790,4,12/5/2011 15:48,1,348.8,,,,,,,,
13791,127,8/4/2011 11:44,2,1516,,,,,,,,
13792,66,10/4/2011 14:31,3,384,,,,,,,,
13793,646,3/3/2010 8:25,1,96,,,,,,,,
13794,546,6/11/2010 12:30,1,126,,,,,,,,
13795,388,11/16/2010 17:25,4,836.3,,,,,,,,
13796,499,7/28/2010 14:45,1,289.7,,,,,,,,
13797,436,9/29/2010 10:34,3,1179.5,,,,,,,,
13798,1,12/8/2011 15:51,110,74811.1,,,,,,,,
13799,116,8/15/2011 12:07,9,2803.6,,,,,,,,
13800,309,2/3/2011 12:27,3,1679.6,,,,,,,,
13801,66,10/4/2011 10:15,1,324.8,,,,,,,,
13802,138,7/24/2011 10:54,19,26259.1,,,,,,,,
13803,255,3/29/2011 12:57,3,1338.9,,,,,,,,
13804,30,11/9/2011 12:32,9,3161.1,,,,,,,,
13805,52,10/18/2011 14:50,2,924.6,,,,,,,,
13806,63,10/7/2011 11:43,1,256.4,,,,,,,,
13807,367,12/7/2010 15:48,3,422.2,,,,,,,,
13808,5,12/4/2011 12:18,5,1747.7,,,,,,,,
13809,305,2/7/2011 13:15,3,665,,,,,,,,
13810,28,11/11/2011 8:33,3,1499,,,,,,,,
13811,183,6/9/2011 9:54,3,814.5,,,,,,,,
13812,42,10/28/2011 14:27,3,539,,,,,,,,
13813,39,10/31/2011 10:38,8,2765.5,,,,,,,,
13814,92,9/8/2011 13:48,3,2257.3,,,,,,,,
13815,22,11/17/2011 14:19,8,7475.7,,,,,,,,
13816,23,11/16/2011 8:38,2,571.7,,,,,,,,
13817,29,11/10/2011 17:49,2,383,,,,,,,,
13818,429,10/6/2010 12:35,1,61.3,,,,,,,,
13819,301,2/11/2011 10:38,6,2642.4,,,,,,,,
13820,418,10/17/2010 13:46,3,637.3,,,,,,,,
13821,144,7/18/2011 9:49,6,1379.1,,,,,,,,
13822,5,12/4/2011 12:13,2,628.7,,,,,,,,
13823,18,11/21/2011 10:22,7,3403.5,,,,,,,,
13824,32,11/7/2011 12:41,12,3314.8,,,,,,,,
13825,621,3/28/2010 11:02,2,255.6,,,,,,,,
13826,176,6/16/2011 13:48,1,189.5,,,,,,,,
13827,57,10/13/2011 12:38,3,409.8,,,,,,,,
13828,22,11/17/2011 16:02,1,209.5,,,,,,,,
13829,421,10/14/2010 18:19,1,102,,,,,,,,
13830,581,5/7/2010 12:24,1,156.9,,,,,,,,
13831,16,11/23/2011 15:41,18,6509,,,,,,,,
13832,19,11/20/2011 15:36,2,592,,,,,,,,
13833,159,7/3/2011 13:27,2,700.4,,,,,,,,
13834,576,5/12/2010 10:27,2,324.2,,,,,,,,
13835,25,11/14/2011 15:37,7,1095.3,,,,,,,,
13836,399,11/5/2010 13:31,2,620.4,,,,,,,,
13837,211,5/12/2011 12:10,2,266.6,,,,,,,,
13838,5,12/4/2011 11:00,10,1640.5,,,,,,,,
13839,486,8/10/2010 13:52,1,140,,,,,,,,
13840,416,10/19/2010 13:34,1,651.4,,,,,,,,
13841,252,4/1/2011 12:10,1,85,,,,,,,,
13842,58,10/12/2011 10:51,18,5319.3,,,,,,,,
13843,381,11/23/2010 17:48,1,319.8,,,,,,,,
13844,11,11/28/2011 13:21,1,361.6,,,,,,,,
13845,64,10/6/2011 8:25,1,313,,,,,,,,
13846,24,11/15/2011 12:07,4,1307.8,,,,,,,,
13847,719,12/20/2009 10:41,1,310.7,,,,,,,,
13848,92,9/8/2011 12:58,8,3015,,,,,,,,
13849,51,10/19/2011 10:59,5,3469.3,,,,,,,,
13850,129,8/2/2011 14:04,1,1595.5,,,,,,,,
13851,95,9/5/2011 12:36,8,4606.5,,,,,,,,
13852,610,4/8/2010 9:06,1,187.4,,,,,,,,
13853,57,10/13/2011 14:18,1,1090.1,,,,,,,,
13854,8,12/1/2011 9:06,39,11944.6,,,,,,,,
13855,500,7/27/2010 9:53,4,1310.3,,,,,,,,
13856,168,6/24/2011 10:03,11,1142,,,,,,,,
13857,393,11/11/2010 12:54,6,941,,,,,,,,
13858,57,10/13/2011 16:17,1,216.2,,,,,,,,
13859,326,1/17/2011 16:14,2,503.3,,,,,,,,
13860,1,12/8/2011 12:57,5,1245.9,,,,,,,,
13861,429,10/6/2010 14:20,2,273.3,,,,,,,,
13862,18,11/21/2011 16:24,9,2556.1,,,,,,,,
13863,247,4/6/2011 10:20,4,1239.6,,,,,,,,
13864,386,11/18/2010 12:50,1,662.4,,,,,,,,
13865,58,10/12/2011 13:31,4,501.6,,,,,,,,
13866,74,9/26/2011 14:54,1,145.7,,,,,,,,
13867,31,11/8/2011 15:48,3,973.3,,,,,,,,
13868,7,12/2/2011 16:32,2,3192.5,,,,,,,,
13869,123,8/8/2011 13:53,10,7876.3,,,,,,,,
13870,2,12/7/2011 13:23,15,5712.1,,,,,,,,
13871,22,11/17/2011 10:49,17,7885.9,,,,,,,,
13872,527,6/30/2010 15:35,3,919.6,,,,,,,,
13873,119,8/12/2011 10:08,8,1038.9,,,,,,,,
13874,358,12/16/2010 18:20,7,2049.2,,,,,,,,
13875,53,10/17/2011 9:36,14,4814.4,,,,,,,,
13876,63,10/7/2011 10:22,1,122.7,,,,,,,,
13877,86,9/14/2011 15:49,3,449.7,,,,,,,,
13878,54,10/16/2011 12:19,4,2396.9,,,,,,,,
13879,645,3/4/2010 10:49,1,395.5,,,,,,,,
13880,21,11/18/2011 13:44,17,4293.9,,,,,,,,
13881,3,12/6/2011 12:50,43,45179.1,,,,,,,,
13882,2,12/7/2011 11:16,5,1191.1,,,,,,,,
13883,10,11/29/2011 10:45,15,6551.3,,,,,,,,
13884,7,12/2/2011 16:30,10,1766.5,,,,,,,,
13885,189,6/3/2011 15:07,2,506.8,,,,,,,,
13886,71,9/29/2011 13:17,1,243.6,,,,,,,,
13887,204,5/19/2011 17:22,1,349.6,,,,,,,,
13888,119,8/12/2011 10:13,7,1928.5,,,,,,,,
13889,92,9/8/2011 9:13,6,1991.2,,,,,,,,
13890,1,12/8/2011 15:36,14,2927.4,,,,,,,,
13891,378,11/26/2010 15:57,3,855.5,,,,,,,,
13892,26,11/13/2011 11:50,6,1267.7,,,,,,,,
13893,297,2/15/2011 11:30,1,821.1,,,,,,,,
13894,23,11/16/2011 9:44,3,488.3,,,,,,,,
13895,28,11/11/2011 16:57,6,4008.5,,,,,,,,
13896,625,3/24/2010 8:55,1,388.6,,,,,,,,
13897,50,10/20/2011 14:30,3,1160.7,,,,,,,,
13898,325,1/18/2011 10:28,2,686.4,,,,,,,,
13899,16,11/23/2011 13:40,2,388.5,,,,,,,,
13900,183,6/9/2011 19:26,6,1610.6,,,,,,,,
13901,72,9/28/2011 14:48,15,5676.3,,,,,,,,
13902,632,3/17/2010 13:09,5,34095.3,,,,,,,,
13903,400,11/4/2010 17:44,1,165.5,,,,,,,,
13904,37,11/2/2011 13:41,2,332.6,,,,,,,,
13905,732,12/7/2009 11:41,1,312.7,,,,,,,,
13906,409,10/26/2010 15:00,1,42,,,,,,,,
13907,691,1/17/2010 12:22,1,136.8,,,,,,,,
13908,79,9/21/2011 11:49,4,2369.6,,,,,,,,
13909,423,10/12/2010 17:22,2,278.3,,,,,,,,
13911,57,10/13/2011 15:43,20,4235,,,,,,,,
13912,423,10/12/2010 8:43,1,125,,,,,,,,
13913,506,7/21/2010 10:11,1,42.2,,,,,,,,
13914,11,11/28/2011 10:35,2,626.5,,,,,,,,
13915,394,11/10/2010 15:17,1,70.8,,,,,,,,
13916,463,9/2/2010 10:04,4,1275.8,,,,,,,,
13917,49,10/21/2011 9:56,2,272,,,,,,,,
13918,49,10/21/2011 12:25,2,1212.8,,,,,,,,
13919,59,10/11/2011 14:24,4,1360.7,,,,,,,,
13920,431,10/4/2010 12:37,4,1774.7,,,,,,,,
13921,402,11/2/2010 16:32,4,730.7,,,,,,,,
13922,351,12/23/2010 10:38,3,865.2,,,,,,,,
13923,53,10/17/2011 12:33,1,351.1,,,,,,,,
13924,1,12/8/2011 9:39,6,1838.9,,,,,,,,
13925,92,9/8/2011 12:47,4,678.3,,,,,,,,
13926,23,11/16/2011 13:16,1,223.9,,,,,,,,
13927,74,9/26/2011 12:00,2,708.3,,,,,,,,
13928,10,11/29/2011 10:33,4,464.6,,,,,,,,
13929,169,6/23/2011 15:26,11,3494.1,,,,,,,,
13930,57,10/13/2011 9:45,2,337.3,,,,,,,,
13931,95,9/5/2011 10:12,11,5257.4,,,,,,,,
13932,294,2/18/2011 12:02,1,307.4,,,,,,,,
13933,109,8/22/2011 14:03,2,608.8,,,,,,,,
13934,263,3/21/2011 8:39,1,922.1,,,,,,,,
13935,596,4/22/2010 11:21,3,6116.9,,,,,,,,
13936,179,6/13/2011 8:47,3,939.7,,,,,,,,
13937,169,6/23/2011 16:35,2,880.1,,,,,,,,
13938,35,11/4/2011 14:37,1,71.7,,,,,,,,
13939,23,11/16/2011 13:33,7,1561,,,,,,,,
13940,17,11/22/2011 15:15,4,839.1,,,,,,,,
13941,21,11/18/2011 9:43,15,10027.2,,,,,,,,
13942,534,6/23/2010 12:35,1,320,,,,,,,,
13943,577,5/11/2010 11:30,1,246.5,,,,,,,,
13944,653,2/24/2010 15:02,1,200.4,,,,,,,,
13945,394,11/10/2010 10:00,2,854.2,,,,,,,,
13946,79,9/21/2011 13:33,6,1876.2,,,,,,,,
13947,65,10/5/2011 14:42,1,90.6,,,,,,,,
13948,360,12/14/2010 10:18,4,548.8,,,,,,,,
13949,2,12/7/2011 9:35,6,2427.3,,,,,,,,
13950,11,11/28/2011 14:44,4,745.1,,,,,,,,
13951,176,6/16/2011 16:43,3,674.5,,,,,,,,
13952,217,5/6/2011 9:00,14,12823.5,,,,,,,,
13953,7,12/2/2011 16:04,12,6640.7,,,,,,,,
13954,1,12/8/2011 12:50,2,439.9,,,,,,,,
13955,154,7/8/2011 17:19,3,544.1,,,,,,,,
13956,5,12/4/2011 13:20,5,973.5,,,,,,,,
13957,417,10/18/2010 10:02,3,458.3,,,,,,,,
13958,379,11/25/2010 10:11,8,4709.2,,,,,,,,
13959,79,9/21/2011 15:06,6,1054.2,,,,,,,,
13960,21,11/18/2011 15:27,2,230.2,,,,,,,,
13961,392,11/12/2010 14:40,1,538.4,,,,,,,,
13962,21,11/18/2011 8:47,3,362.8,,,,,,,,
13963,308,2/4/2011 14:43,17,2860.6,,,,,,,,
13964,387,11/17/2010 13:53,2,438.9,,,,,,,,
13965,476,8/20/2010 10:40,3,996.6,,,,,,,,
13966,435,9/30/2010 13:08,1,384.3,,,,,,,,
13967,145,7/17/2011 12:02,2,166.3,,,,,,,,
13968,423,10/12/2010 13:22,1,123.7,,,,,,,,
13969,7,12/2/2011 15:11,35,12883.4,,,,,,,,
13970,386,11/18/2010 13:21,2,846.6,,,,,,,,
13971,18,11/21/2011 12:06,14,4667.6,,,,,,,,
13972,70,9/30/2011 11:54,2,190.3,,,,,,,,
13973,287,2/25/2011 15:21,1,264.7,,,,,,,,
13974,49,10/21/2011 14:41,2,677.7,,,,,,,,
13975,31,11/8/2011 13:19,12,5141.8,,,,,,,,
13976,206,5/17/2011 9:13,4,1192.4,,,,,,,,
13977,411,10/24/2010 14:08,1,519.8,,,,,,,,
13978,14,11/25/2011 11:36,2,196.8,,,,,,,,
13979,73,9/27/2011 13:32,7,3325.6,,,,,,,,
13980,60,10/10/2011 13:34,5,746.6,,,,,,,,
13981,415,10/20/2010 10:03,1,331.1,,,,,,,,
13982,39,10/31/2011 16:24,9,3870.5,,,,,,,,
13983,29,11/10/2011 11:06,21,6733,,,,,,,,
13984,26,11/13/2011 12:38,12,1850.4,,,,,,,,
13985,4,12/5/2011 17:06,22,10020.9,,,,,,,,
13986,17,11/22/2011 15:00,1,293.6,,,,,,,,
13987,379,11/25/2010 10:20,2,682.5,,,,,,,,
13988,19,11/20/2011 10:15,8,4732.9,,,,,,,,
13989,65,10/5/2011 9:47,5,2026.1,,,,,,,,
13990,213,5/10/2011 15:19,1,311.3,,,,,,,,
13991,12,11/27/2011 16:18,6,846.1,,,,,,,,
13992,30,11/9/2011 15:23,3,219.5,,,,,,,,
13993,42,10/28/2011 9:06,19,6775.7,,,,,,,,
13994,3,12/6/2011 11:05,6,2249.5,,,,,,,,
13995,15,11/24/2011 14:22,14,3902,,,,,,,,
13996,386,11/18/2010 16:27,2,895.8,,,,,,,,
13997,519,7/8/2010 18:06,3,376.5,,,,,,,,
13998,446,9/19/2010 10:20,3,566.7,,,,,,,,
13999,10,11/29/2011 13:40,29,9502.3,,,,,,,,
14000,211,5/12/2011 16:50,5,2046.3,,,,,,,,
14001,45,10/25/2011 10:31,9,4228.9,,,,,,,,
14002,134,7/28/2011 15:55,2,529.7,,,,,,,,
14003,732,12/7/2009 8:53,1,209.4,,,,,,,,
14004,43,10/27/2011 14:40,11,6258.5,,,,,,,,
14005,9,11/30/2011 12:41,5,2874.7,,,,,,,,
14006,115,8/16/2011 9:39,7,2196.7,,,,,,,,
14007,512,7/15/2010 9:06,1,79.5,,,,,,,,
14008,432,10/3/2010 13:09,1,509,,,,,,,,
14009,198,5/25/2011 15:47,3,1099.9,,,,,,,,
14010,565,5/23/2010 13:00,2,442.6,,,,,,,,
14011,480,8/16/2010 15:31,2,457.8,,,,,,,,
14012,277,3/7/2011 12:26,1,328.8,,,,,,,,
14013,110,8/21/2011 15:01,5,1084.6,,,,,,,,
14014,77,9/23/2011 13:18,3,1948.2,,,,,,,,
14015,52,10/18/2011 10:02,1,917.3,,,,,,,,
14016,161,7/1/2011 11:29,11,11403.4,,,,,,,,
14017,571,5/17/2010 14:52,1,229.8,,,,,,,,
14018,645,3/4/2010 14:23,1,367.2,,,,,,,,
14019,46,10/24/2011 10:13,3,1421.6,,,,,,,,
14020,16,11/23/2011 9:22,4,1249,,,,,,,,
14021,155,7/7/2011 15:46,7,1716.6,,,,,,,,
14022,225,4/28/2011 14:39,2,792.2,,,,,,,,
14023,7,12/2/2011 13:58,2,584.1,,,,,,,,
14024,121,8/10/2011 11:30,3,645.7,,,,,,,,
14025,464,9/1/2010 10:11,8,4026.1,,,,,,,,
14026,470,8/26/2010 10:31,2,713.1,,,,,,,,
14027,60,10/10/2011 9:01,1,104.8,,,,,,,,
14028,550,6/7/2010 13:33,3,10396.5,,,,,,,,
14029,63,10/7/2011 14:46,2,467.7,,,,,,,,
14030,18,11/21/2011 16:48,20,7447.8,,,,,,,,
14031,7,12/2/2011 17:13,44,38928.9,,,,,,,,
14032,2,12/7/2011 15:23,16,4546.4,,,,,,,,
14033,555,6/2/2010 15:10,1,109.4,,,,,,,,
14034,22,11/17/2011 14:02,3,646.8,,,,,,,,
14035,28,11/11/2011 10:03,9,2755.6,,,,,,,,
14036,284,2/28/2011 9:26,1,626.7,,,,,,,,
14037,176,6/16/2011 13:57,6,837,,,,,,,,
14038,78,9/22/2011 13:37,5,3069.9,,,,,,,,
14039,33,11/6/2011 13:48,2,267.3,,,,,,,,
14040,40,10/30/2011 12:42,35,12284.6,,,,,,,,
14041,266,3/18/2011 13:25,1,141.4,,,,,,,,
14042,725,12/14/2009 15:07,1,432,,,,,,,,
14043,491,8/5/2010 18:18,2,298,,,,,,,,
14044,26,11/13/2011 12:05,10,2998.9,,,,,,,,
14045,109,8/22/2011 15:27,16,10986.6,,,,,,,,
14046,284,2/28/2011 14:48,1,155,,,,,,,,
14047,8,12/1/2011 11:43,14,3968.1,,,,,,,,
14048,305,2/7/2011 14:53,3,741.1,,,,,,,,
14049,16,11/23/2011 12:20,13,12980.3,,,,,,,,
14050,31,11/8/2011 10:00,2,746.4,,,,,,,,
14051,0,12/9/2011 10:20,37,21735.6,,,,,,,,
14052,19,11/20/2011 12:30,2,466.7,,,,,,,,
14053,124,8/7/2011 14:27,4,559.8,,,,,,,,
14054,65,10/5/2011 15:49,1,92.5,,,,,,,,
14055,106,8/25/2011 15:04,3,1521,,,,,,,,
14056,1,12/8/2011 13:36,23,8043.8,,,,,,,,
14057,23,11/16/2011 10:32,22,8324.6,,,,,,,,
14058,462,9/3/2010 9:31,2,469.2,,,,,,,,
14059,266,3/18/2011 10:06,1,183.6,,,,,,,,
14060,4,12/5/2011 12:29,30,8898.2,,,,,,,,
14061,507,7/20/2010 17:22,3,917.4,,,,,,,,
14062,9,11/30/2011 10:04,24,25526.2,,,,,,,,
14063,438,9/27/2010 16:18,9,22710.2,,,,,,,,
14064,29,11/10/2011 13:14,15,3088.2,,,,,,,,
14065,389,11/15/2010 16:13,3,891,,,,,,,,
14066,266,3/18/2011 12:21,1,152.6,,,,,,,,
14067,63,10/7/2011 10:21,2,374.7,,,,,,,,
14068,320,1/23/2011 16:02,4,1495.4,,,,,,,,
14069,514,7/13/2010 12:12,2,225.8,,,,,,,,
14070,684,1/24/2010 12:27,1,320.4,,,,,,,,
14071,3,12/6/2011 12:27,8,1433.3,,,,,,,,
14072,666,2/11/2010 12:31,1,390.9,,,,,,,,
14073,32,11/7/2011 15:49,1,151,,,,,,,,
14074,623,3/26/2010 13:55,1,219.4,,,,,,,,
14075,4,12/5/2011 8:38,6,1734.9,,,,,,,,
14076,129,8/2/2011 15:19,1,114.9,,,,,,,,
14077,40,10/30/2011 12:35,6,615.1,,,,,,,,
14078,101,8/30/2011 12:16,9,1538.6,,,,,,,,
14079,124,8/7/2011 12:10,2,618.7,,,,,,,,
14080,32,11/7/2011 11:09,5,1115.7,,,,,,,,
14081,302,2/10/2011 16:17,10,4760.4,,,,,,,,
14082,364,12/10/2010 11:02,2,407.5,,,,,,,,
14083,4,12/5/2011 13:14,11,1082.2,,,,,,,,
14084,512,7/15/2010 14:36,1,150.5,,,,,,,,
14085,2,12/7/2011 13:46,33,9620,,,,,,,,
14086,462,9/3/2010 10:52,1,40,,,,,,,,
14087,2,12/7/2011 12:41,3,787.6,,,,,,,,
14088,10,11/29/2011 16:16,16,64036.8,,,,,,,,
14089,56,10/14/2011 10:38,1,158.8,,,,,,,,
14090,324,1/19/2011 10:51,1,76.3,,,,,,,,
14091,654,2/23/2010 15:17,2,9530.1,,,,,,,,
14092,7,12/2/2011 12:13,24,7229.5,,,,,,,,
14093,12,11/27/2011 16:27,1,424.5,,,,,,,,
14094,439,9/26/2010 11:58,1,289,,,,,,,,
14095,722,12/17/2009 12:49,1,3,,,,,,,,
14096,4,12/5/2011 17:17,17,64990.3,,,,,,,,
14097,481,8/15/2010 14:20,2,422.9,,,,,,,,
14098,36,11/3/2011 10:13,1,147.4,,,,,,,,
14099,16,11/23/2011 13:53,20,5704.4,,,,,,,,
14100,137,7/25/2011 11:01,1,190.1,,,,,,,,
14101,73,9/27/2011 12:28,13,9961.9,,,,,,,,
14102,5,12/4/2011 15:38,5,1058.5,,,,,,,,
14104,154,7/8/2011 12:50,5,725.4,,,,,,,,
14105,239,4/14/2011 17:58,5,5988.8,,,,,,,,
14106,737,12/2/2009 14:09,1,214.8,,,,,,,,
14107,51,10/19/2011 12:12,11,4877.3,,,,,,,,
14108,30,11/9/2011 10:41,4,1045,,,,,,,,
14109,72,9/28/2011 10:18,1,144.2,,,,,,,,
14110,3,12/6/2011 12:26,33,12988,,,,,,,,
14111,14,11/25/2011 13:44,4,692.9,,,,,,,,
14112,22,11/17/2011 12:30,13,5834.6,,,,,,,,
14113,3,12/6/2011 12:18,16,7092.6,,,,,,,,
14114,273,3/11/2011 9:42,7,1364.1,,,,,,,,
14115,501,7/26/2010 12:36,2,622.7,,,,,,,,
14116,19,11/20/2011 10:29,5,1382.7,,,,,,,,
14117,143,7/19/2011 9:49,1,90,,,,,,,,
14118,428,10/7/2010 11:59,1,458.5,,,,,,,,
14119,375,11/29/2010 10:33,2,183.4,,,,,,,,
14121,3,12/6/2011 12:19,4,2780.2,,,,,,,,
14122,406,10/29/2010 15:11,3,362.4,,,,,,,,
14123,733,12/6/2009 15:35,1,436.2,,,,,,,,
14124,84,9/16/2011 13:32,1,281.3,,,,,,,,
14125,10,11/29/2011 12:47,3,2720.6,,,,,,,,
14126,7,12/2/2011 11:45,4,1172.5,,,,,,,,
14127,122,8/9/2011 10:49,6,1900.1,,,,,,,,
14128,60,10/10/2011 12:00,3,924.2,,,,,,,,
14129,1,12/8/2011 11:02,9,2591.3,,,,,,,,
14130,319,1/24/2011 16:05,4,1833.3,,,,,,,,
14131,648,3/1/2010 11:59,1,167.6,,,,,,,,
14132,2,12/7/2011 13:35,11,3586,,,,,,,,
14133,129,8/2/2011 11:34,4,911.1,,,,,,,,
14134,382,11/22/2010 12:26,15,11123.4,,,,,,,,
14135,1,12/8/2011 11:38,24,8839.7,,,,,,,,
14136,400,11/4/2010 11:53,5,1570.8,,,,,,,,
14137,695,1/13/2010 12:30,1,332.7,,,,,,,,
14138,1,12/8/2011 12:44,2,965.9,,,,,,,,
14139,46,10/24/2011 13:34,4,1086.8,,,,,,,,
14140,3,12/6/2011 9:05,2,935.1,,,,,,,,
14141,2,12/7/2011 9:53,4,915.1,,,,,,,,
14142,373,12/1/2010 16:33,2,671.3,,,,,,,,
14143,133,7/29/2011 9:48,1,115.8,,,,,,,,
14144,486,8/10/2010 15:17,1,30.6,,,,,,,,
14145,46,10/24/2011 12:10,7,7600.1,,,,,,,,
14146,8,12/1/2011 10:18,12,9450.3,,,,,,,,
14147,78,9/22/2011 18:10,9,2590.2,,,,,,,,
14148,233,4/20/2011 12:02,2,466.3,,,,,,,,
14149,220,5/3/2011 9:44,1,446.6,,,,,,,,
14150,35,11/4/2011 10:05,2,658.6,,,,,,,,
14151,673,2/4/2010 15:35,2,679.5,,,,,,,,
14152,75,9/25/2011 12:54,7,1997.3,,,,,,,,
14153,483,8/13/2010 14:35,1,233.4,,,,,,,,
14154,239,4/14/2011 16:26,8,6460.7,,,,,,,,
14155,266,3/18/2011 14:13,1,118.8,,,,,,,,
14156,9,11/30/2011 10:54,156,313411.6,,,,,,,,
14157,19,11/20/2011 11:32,5,970.3,,,,,,,,
14158,40,10/30/2011 15:08,1,507.7,,,,,,,,
14159,19,11/20/2011 12:36,20,7701.9,,,,,,,,
14160,610,4/8/2010 14:30,7,8421.5,,,,,,,,
14161,215,5/8/2011 11:41,7,2942.2,,,,,,,,
14162,173,6/19/2011 11:36,2,289.4,,,,,,,,
14163,87,9/13/2011 15:18,5,2594.6,,,,,,,,
14164,70,9/30/2011 12:24,2,1631.8,,,,,,,,
14165,275,3/9/2011 12:39,1,117.9,,,,,,,,
14166,505,7/22/2010 19:42,2,248.7,,,,,,,,
14167,39,10/31/2011 14:29,8,1166.4,,,,,,,,
14168,420,10/15/2010 10:49,2,370.5,,,,,,,,
14169,430,10/5/2010 8:45,2,601.8,,,,,,,,
14170,375,11/29/2010 13:10,3,565.7,,,,,,,,
14171,98,9/2/2011 16:43,2,497.1,,,,,,,,
14172,605,4/13/2010 13:26,3,369,,,,,,,,
14173,10,11/29/2011 11:54,6,586,,,,,,,,
14174,33,11/6/2011 13:17,1,134.5,,,,,,,,
14175,59,10/11/2011 11:55,8,7678.9,,,,,,,,
14176,297,2/15/2011 13:12,5,756.5,,,,,,,,
14177,86,9/14/2011 15:11,13,2201.8,,,,,,,,
14178,8,12/1/2011 12:01,7,1585.3,,,,,,,,
14179,40,10/30/2011 12:07,2,624,,,,,,,,
14180,10,11/29/2011 10:56,33,6117.5,,,,,,,,
14181,410,10/25/2010 8:27,2,308.4,,,,,,,,
14182,443,9/22/2010 11:45,4,678.8,,,,,,,,
14183,411,10/24/2010 14:45,2,272.4,,,,,,,,
14184,66,10/4/2011 12:43,1,452.9,,,,,,,,
14185,331,1/12/2011 13:52,1,197.7,,,,,,,,
14186,427,10/8/2010 13:30,5,1550.6,,,,,,,,
14187,473,8/23/2010 12:06,1,123.5,,,,,,,,
14188,30,11/9/2011 12:45,6,2054.4,,,,,,,,
